Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,Windows Communication Foundation (WCF),,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,,,F#,,,,,,Go,,,,Amazon Web Services,,Microsoft Azure,,,,,,"xUnit, Moq, Autofixture, Serilog, Autofac, Newtonsoft.Json, YamlDotNet, CsvHelper, MqttNet, McMaster.Extensions.CommandLineUtils, System.Reactive",Very familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,I think the mission is an important one. I think there's still a ways to go before .NET has the respect in the world that it deserves since .NET Core 2.x (especially so in .NET 5). I've worked in a few organizations that were split on Python & .NET. The perception of .NET from the Python side still needs some help. I think some relationship with the CNCF could potentially help here.,"I think it could be useful if Microsoft research-type projects went through an incubation process similar to how Apache & CNCF run. There have been a lot of technologies coming out of MS whose community could have benefitted from an open/external process (Dapr, Orleans, ML.NET, Spark.NET). There have been a handful of technologies that came out of MS that are amazing but had a weird evolution (Reactive Extensions, TPL Dataflow) where from the outside it was difficult to tell how committed Microsoft was to them.    I think the buzz around CNCF-type technologies is something MS really needs to focus on. In order for adoption of .NET to catch on, it can't all revolve around selling Azure services all the time.  OpenTelemetry/System.Diagnostics.Activity is a cool story in this regard, but its buried in Github pull requests.  You/MS would earn some good will to emphasize how it can be used with Datadog, Prometheus, InfluxDB, ELK, etc..",Strongly approve,Agree,Strongly agree,5,3,1,2,4,6,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",201-500,Nov-50,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise",,,,,"Developer, DevOps",,Site engineer,,,,,,
,,,Microservices,Mobile apps,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,,,Mono / Xamarin,,,,,ASP.NET Web API,,,,,Xamarin,,,,,,,,,,,,,Not writing single-page apps,,Visual Studio,,,,,,,C#,,,,,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,C++,Python,,,,,Amazon Web Services,,,,,,,,,Not at all familiar,Approve,,,,,,.NET Foundation,None of the above,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,Native desktop apps,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,UWP,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,ASP.NET Razor Pages,,,,Windows Presentation Foundation (WPF),Universal Windows Platform (UWP),,,,,,,Vue,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,TypeScript,JavaScript,,,Python,,,,,,,,,,,None,,,Not so familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,,,,,,,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",,,,No,No,No,Yes,,Yes,,Male,,North America,,"Between $100,000 and $150,000",51-200,10-Feb,5 to 9 years,,,,Database adminstrator,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,Researcher,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,,,,None,,Swashbuckle.AspNetCore.SwaggerUI  Microsoft.EntityFrameworkCore.SqlServer  Microsoft.EntityFrameworkCore.Tools  Serilog  RabbitMQ.Client  StackExchange.Redis  AutoMapper  Dapper  ,Not so familiar,Approve,,,,,,.NET Foundation,,,Met expectations,Met expectations,ASP.Net Core  Entity Framework Core  Nuget,Open Source Windows,Approve,Agree,Agree,3,2,5,1,4,6,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $15,000 and $29,999",51-200,10-Feb,10 to 14 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,,,,,,
Console apps,,,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,,,,None,,Microsoft.EntityFrameworkCore.Tools  Microsoft.EntityFrameworkCore.SqlServer  System.IdentityModel.Tokens.Jwt  Swashbuckle.AspNetCore.SwaggerUI  Serilog  AutoMapper  StackExchange.Redis  RabbitMQ.Client  ,Not so familiar,Approve,,,,,,.NET Foundation,,,Met expectations,Met expectations,Open source projects,ASP.NET Core  Entity Framework Core,Approve,Agree,Neither agree nor disagree,5,1,4,2,6,3,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,Other (please specify),Turkey,"Between $15,000 and $29,999",51-200,10-Feb,10 to 14 years,,,,,,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,.NET Core 2.0 or earlier,,.NET Core 2.2,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,JavaScript,,,,,,Dart,,C#,,,TypeScript,JavaScript,,,,,Rust,Dart,,,,,,,,,,Go,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,,Somewhat familiar,Neither approve nor disapprove,Apache Foundation,,Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,4,5,3,6,2,1,,,Consumer (downloads and uses),,,,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $75,000 and $99,999",51-200,10-Feb,10 to 14 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,,,,,
Console apps,Games,Libraries,,,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,Xamarin,,,,,,,,,Blazor,React,,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,Python,,Rust,,,,,Microsoft Azure,,,,,,,Very familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,,,Approve,Agree,Agree,1,6,4,3,5,2,,,Consumer (downloads and uses),,,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mobile apps,,,,,,,,.NET Core 2.0 or earlier,,,,.NET Core 3.1 LTS,,,,,,,,,,ASP.NET WebForms,,,ML.NET,,,,,,,,Blazor,,,None,,,,Visual Studio Code,,.NET Command Line Interface (CLI),,,,,,,TypeScript,,,,Python,,,,,,,,TypeScript,,,,Python,,,,,,,,TypeScript,,Java,,,,,,,,Google Cloud Platform,,,Alibaba Cloud,,,,,Very familiar,Approve,,Cloud Native Computing Foundation (CNCF),,,OpenJS Foundation,,,,Met expectations,Exceeded expectations,,,Approve,Agree,Agree,3,4,6,2,5,1,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Female,,North America,,"Between $30,000 and $49,999",201-500,Nov-50,1 to 4 years,,,,,Designer,,,,,,,,,,,,,,,,
,,,,,,,Web services / APIs,,,,,,,.NET Core 2.2,,.NET Core 3.1 LTS,,,,,,,,,,ASP.NET WebForms,,,,Windows Forms (WinForms),,,,,,Angular,,,Vue,,,,,Visual Studio Code,,,JetBrains Rider,,,,,,TypeScript,JavaScript,,,Python,,,,,,,,TypeScript,JavaScript,,,Python,,,,,,,,TypeScript,,,,Python,,,,,,Google Cloud Platform,,,Alibaba Cloud,,,,,Very familiar,Approve,,Cloud Native Computing Foundation (CNCF),,,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,6,1,4,5,2,3,,,Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Female,,North America,,"Between $50,000 and $74,999",201-500,10-Feb,5 to 9 years,,,,,,,"Developer, devices",,,,,,,,,,,,,,
Console apps,,Libraries,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,,,,,,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,,,,,,,Windows Communication Foundation (WCF),,,,,,,None,,,Visual Studio,,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,TypeScript,,,,Python,,,,,,Google Cloud Platform,Microsoft Azure,,,,,,,Very familiar,Strongly approve,,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Exceeded expectations,,,Strongly approve,Strongly agree,Strongly agree,4,2,5,3,6,1,,"Contributor (contributes code, logs issues, etc.)",,,,No,No,Don't Know,No,,No,,Male,,Asia,,Prefer not to say,"10,000+",10-Feb,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise",,,,,"Developer, DevOps",,,,,,,,
Console apps,,,Microservices,,,Web apps,Web services / APIs,,.NET Framework 3.5 or earlier,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,.NET Core 3.0,,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,ASP.NET Razor Pages,,,,,,,,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,Python,,,,,Amazon Web Services,,,,,,,,"log4net ,newtonsoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,F#,TypeScript,JavaScript,Java,,Python,,Rust,,,,,,,,,,,,Rust,,,,,Microsoft Azure,,,,,,,Not so familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Neither approve nor disapprove,Neither agree nor disagree,Agree,4,1,5,6,2,3,,,,,,No,No,Don't Know,Yes,,Yes,,Male,,Europe,,"Between $30,000 and $49,999",51-200,10-Feb,1 to 4 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,Researcher,,,,,
,,,,Mobile apps,,,,,,,,.NET Core 2.0 or earlier,,,,.NET Core 3.1 LTS,,,,,,,,ASP.NET Blazor,,,ASP.NET Razor Pages,,,,Windows Presentation Foundation (WPF),Universal Windows Platform (UWP),,,,,Blazor,React,,,,,,,Visual Studio for Mac,,JetBrains Rider,,,,,,TypeScript,JavaScript,,,,,,,,,,,TypeScript,JavaScript,,,,,,,,,,,TypeScript,,Java,,,,,,,,Google Cloud Platform,,,,,,,,Very familiar,Approve,,,Eclipse Foundation,,,.NET Foundation,,,Exceeded expectations,Exceeded expectations,,,Approve,Agree,Agree,5,2,3,1,4,6,,"Contributor (contributes code, logs issues, etc.)",,,,Yes,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $50,000 and $74,999",51-200,10-Feb,5 to 9 years,,Data analyst,,,,,,,,,,,,,,,,,,,
,,,,,,Web apps,,,,,,.NET Core 2.0 or earlier,,,,,,,,,,,,,,,,,,Windows Forms (WinForms),,Universal Windows Platform (UWP),,,,,Blazor,,Vue,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),,,,,,,,JavaScript,,,,,,,,,,,,JavaScript,,,,,,,,,,,TypeScript,,,C++,,,,,,,,,,,IBM Cloud,,,,Very familiar,Approve,,,Eclipse Foundation,,OpenJS Foundation,,,,Exceeded expectations,Met expectations,,,Approve,Agree,Agree,6,1,5,3,2,4,,,Consumer (downloads and uses),,,No,Yes,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,Entity Framework,ASP.NET MVC,,,,,,,,,,,Windows Communication Foundation (WCF),,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,,,C#,,,TypeScript,,,,Python,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,,,F#,,,,,,Go,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,"Autofac, Serilog, xUnit, Newtonsoft.Json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,React,,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,F#,TypeScript,,,,,,Rust,,,C#,,F#,,,,,,,,,,,,,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,"FSharp.Core, FParsec, Hopac, Expecto, Fable, Giraffe",Extremely familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,,,,Met expectations,Met expectations,"OSS beginning, opening communication","closed corp thinking, NIH-Syndrom. Some leading people in MSFT are still in the Ballmer era. It will be improved, but in the meantime you can die because other platform communities are more successful",Neither approve nor disapprove,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Don't Know,No,Don't Know,Yes,,Yes,,Male,,Europe,,"Between $50,000 and $74,999",Nov-50,10-Feb,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise",,,,,,,,,,,,,
,,,Microservices,Mobile apps,Native desktop apps,,,,,,,,,,,,,Mono / Xamarin,UWP,,Entity Framework,,,,,,,Xamarin,,,,Universal Windows Platform (UWP),,,,,,,,,Not writing single-page apps,,Visual Studio,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,,,Microsoft Azure,,,,,,JSON.Net  Syncfusion DataGrid control  EF Core (SQL Server)  WinUI 2.x  Microsoft Toolkit.UWP.UI.Controls  Microsoft Toolkit.UWP.UI.Animations,Not so familiar,Neither approve nor disapprove,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,Community involvement.,"Improve educational offerings, i.e., language tutorials, etc.",Approve,Agree,Agree,4,1,2,5,6,3,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,N/A,Yes,Non-Microsoft technologies are discouraged. A proliferation of technologies becomes difficult to support.,Male,,North America,,Prefer not to say,10-Feb,10-Feb,5 to 9 years,,,,,,,,"Developer, enterprise",,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,,,,,,,,Python,,Rust,,,,,Microsoft Azure,,,,,,IdentityServetr,Not so familiar,Approve,,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,Open,Providing Information and gifts,Strongly approve,Strongly agree,Agree,5,3,1,2,6,4,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Under $15,000",201-500,10-Feb,1 to 4 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,,Vue,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,,,,,,,,,,,,,,,None,,,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,ASP.NET WebForms,ASP.NET Razor Pages,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,Java,,,,,,,,,,TypeScript,,,,,Go,,,,,,Microsoft Azure,,,,,,cake.tool,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,openness,OSS stability,Approve,Agree,Agree,4,5,3,2,1,6,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Asia,,"Between $50,000 and $74,999","10,000+",10-Feb,5 to 9 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,,,,,,
Console apps,,,,Mobile apps,,Web apps,,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,,ASP.NET Blazor,,,,Xamarin,,,Windows Presentation Foundation (WPF),,,,,,Blazor,,,,,,Visual Studio,,,.NET Command Line Interface (CLI),,GitHub,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,None,,"RepoDB, Dapper, FluentMigrator, SampSharp, SeriLog",Somewhat familiar,Approve,,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,6,4,2,1,5,3,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,Yes,Don't know,,Don't Know,,Male,,Europe,,"Under $15,000","501-1,000",1,6 months to 1 year,,,,Database adminstrator,,"Developer, backend",,,,"Developer, fullstack","Developer, games",,,,,,,,,,
,,,,,,Web apps,Web services / APIs,,.NET Framework 3.5 or earlier,,,,,,.NET Core 3.0,,,,,,Entity Framework,ASP.NET MVC,,,,,ASP.NET Razor Pages,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,Java,,,,,,,C#,,,TypeScript,JavaScript,Java,,Python,,,,,,,,,,,,,Go,Rust,,,Amazon Web Services,Google Cloud Platform,Microsoft Azure,,,,,"heroku, netlify, firebase,vercel",graphql.entityframework  newtonsoft.json  efcore,Very familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Exceeded expectations,Met expectations,".net core 5 and the overall development experience with visual studio,azure and sql server",tools for linux are underprivileged..so development tools for linux shpuld be improved,Approve,Strongly agree,Strongly agree,1,6,3,4,5,2,,"Contributor (contributes code, logs issues, etc.)",,,,No,Yes,Yes,Yes,,Yes,,Male,,Asia,,"Under $15,000",10-Feb,1,Less than 6 months,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,,,,,,
,,,,Mobile apps,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,,,,,,Entity Framework,,ASP.NET Web API,,,,,,,,,,,,,Angular,,React,,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,,,GitHub,,C#,,,,JavaScript,,C++,,,,Dart,,,,,,JavaScript,,C++,,,,Dart,,,,,,,,,Python,,,Dart,,Amazon Web Services,Google Cloud Platform,,,,IBM Cloud,,,.net framework 4.7,Very familiar,Strongly approve,,,,Linux Foundation,OpenJS Foundation,,,,Below expectations,Exceeded expectations,Now a days is familiar wit . Net  easy use ,Not yet,Strongly approve,Strongly agree,Agree,3,4,5,1,6,2,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",,,,Yes,Yes,Yes,Yes,I received in mail,Yes,,Male,,Other (please specify),India,"Under $15,000",10-Feb,10-Feb,1 to 4 years,,,,,,,"Developer, devices",,"Developer, frontend","Developer, fullstack",,"Developer, mobile",,,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,.NET Core 2.2,,.NET Core 3.1 LTS,,,,,,,ASP.NET Web API,,,,,,,,,,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,Python,Go,,,,,,Microsoft Azure,,,,,,Microsoft.ApplicationInsights.*  Microsoft.Azure.*  Microsoft.Extensions.*  Moq  NEST  Newtonsoft.Json  StructureMap  Swashbuckle,Somewhat familiar,Strongly approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,Open and moving to the right direction,,Strongly approve,Agree,Strongly agree,5,1,4,2,6,3,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Female,,Europe,,"Between $50,000 and $74,999",Nov-50,10-Feb,5 to 9 years,,,,,,"Developer, backend",,,,,,,,,,,,,,,
Console apps,,Libraries,,Mobile apps,,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,,Mono / Xamarin,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,,Xamarin,,,,,,Unity,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,F#,,,,C++,,Go,,,,,,Microsoft Azure,,,,,,Newtonsoft.Json,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Exceeded expectations,,,Strongly approve,Strongly agree,Agree,4,6,2,1,5,3,,"Contributor (contributes code, logs issues, etc.)",,,,No,Yes,Yes,Yes,,Don't Know,,Male,,Europe,,"Between $75,000 and $99,999",51-200,Nov-50,10 to 14 years,,,,,,"Developer, backend","Developer, devices",,,"Developer, fullstack",,,"Developer, DevOps",,,,,,,Systems admin,
Console apps,,Libraries,,,Native desktop apps,,Web services / APIs,,.NET Framework 3.5 or earlier,,.NET Framework 4.8,,,,,,.NET 5,,,,Entity Framework,,,,,,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,Windows Communication Foundation (WCF),,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,,,,TypeScript,,,,,,,,,,,Microsoft Azure,,,,,,Newtonsoft.JSON  ,Not so familiar,Neither approve nor disapprove,Apache Foundation,,Eclipse Foundation,Linux Foundation,,,,,Below expectations,Below expectations,There are a number of projects that are supported.,"An improved overview of new projects and technologies. Better public appearance, I didn't even know the Foundation existed until a few weeks ago. ",Neither approve nor disapprove,Neither agree nor disagree,Disagree,4,1,6,2,3,5,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,"I answered ""yes""...",Yes,"I answered ""yes""...",Male,,Europe,,"Between $30,000 and $49,999",51-200,10-Feb,10 to 14 years,,,,,,"Developer, backend",,"Developer, enterprise",,,,,"Developer, DevOps",,,Researcher,,,,,
